_id,_labels,body,born,children,id,import,myId,name,released,something,stuff,tagline,title,uuid,_start,_end,_type,rating,roles,summary
18,:Person,,1937,,,,,Jack Nicholson,,,,,,92dd18af-a951-4095-9331-12600253578e,,,,,,
19,:Person,,1962,,,,,Demi Moore,,,,,,98ef4645-9cfc-4827-a972-9f7d33d09095,,,,,,
20,:Person,,1958,,,,,Kevin Bacon,,,,,,17e5a23b-b898-4340-8850-ff596f2d8d10,,,,,,
21,:Person,,1966,,,,,Kiefer Sutherland,,,,,,49edbfa4-8390-4a57-b18f-dcd92208698a,,,,,,
22,:Person,,1971,,,,,Noah Wyle,,,,,,7df9cf0b-8548-4e68-9a26-73bece40caa8,,,,,,
23,:Person,,1968,,,,,Cuba Gooding Jr.,,,,,,f389007e-cd54-472f-b8d1-a0cc4b8cd69e,,,,,,
24,:Person,,1957,,,,,Kevin Pollak,,,,,,4220fa59-0e7c-43b2-94d1-5977ff49239b,,,,,,
25,:Person,,1943,,,,,J.T. Walsh,,,,,,908fa2b8-ffb5-439b-875b-207b9bb02cfe,,,,,,
26,:Person,,1967,,,,,James Marshall,,,,,,5bad515c-ec4d-4a7a-8b14-cbc8288ddd4d,,,,,,
27,:Person,,1948,,,,,Christopher Guest,,,,,,6e5e1d7b-205a-46a9-90c5-a256983d08ed,,,,,,
28,:Person,,1947,,,,,Rob Reiner,,,,,,3b5f60f8-bf02-4a27-af3a-5c72f9fd0db4,,,,,,
29,:Person,,1961,,,,,Aaron Sorkin,,,,,,a54b97be-34eb-4d6c-b5bb-acf718d816b9,,,,,,
30,:Movie,,,,,,,,1986,,,I feel the need, the need for speed.,Top Gun,,,,,,,
31,:Person,,1957,,,,,Kelly McGillis,,,,,,229e1d94-3b3b-41ef-b4d0-a48358806f7d,,,,,,
32,:Person,,1959,,,,,Val Kilmer,,,,,,0fd2039d-7195-41cd-9bbd-0cb47ce002e8,,,,,,
33,:Person,,1962,,,,,Anthony Edwards,,,,,,800329a6-1543-4eaf-8c3f-d3923483fcfa,,,,,,
34,:Person,,1933,,,,,Tom Skerritt,,,,,,ea6c9a19-19ae-4ede-aed7-970176fdb2e3,,,,,,
35,:Person,,1961,,,,,Meg Ryan,,,,,,28d1862e-4a65-46fa-b7ab-07e303cd5fcd,,,,,,
36,:Person,,1944,,,,,Tony Scott,,,,,,a538969b-beb9-4fad-949f-e795003ce674,,,,,,
37,:Person,,1941,,,,,Jim Cash,,,,,,7a1724da-14a6-45ff-9931-19706d4ce703,,,,,,
38,:Movie,,,,,,,,2000,,,The rest of his life begins now.,Jerry Maguire,,,,,,,
39,:Person,,1969,,,,,Renee Zellweger,,,,,,717bdd8f-794d-4395-b878-6b3ffe714961,,,,,,
40,:Person,,1962,,,,,Kelly Preston,,,,,,9eab4a74-efe8-4584-a8ec-dfe70a92e82a,,,,,,
41,:Person,,1974,,,,,Jerry O'Connell,,,,,,8e8e8d2d-59b3-45a6-a617-286866819f60,,,,,,
42,:Person,,1970,,,,,Jay Mohr,,,,,,465543f2-468d-4909-882e-1e5d3e468e15,,,,,,
43,:Person,,1961,,,,,Bonnie Hunt,,,,,,984614a4-340b-4919-a8c9-2e74ac31c0af,,,,,,
44,:Person,,1971,,,,,Regina King,,,,,,32e2757f-afb3-4f77-8cdd-bec4607ac06a,,,,,,
45,:Person,,1996,,,,,Jonathan Lipnicki,,,,,,977ef6f7-3a2c-471b-b4cf-e05450013a0f,,,,,,
46,:Person,,1957,,,,,Cameron Crowe,,,,,,22f8cd9a-c984-4a17-ab27-13d9d4fdff8c,,,,,,
47,:Movie,,,,,,,,1986,,,For some, it's the last real taste of innocence, and the first real taste of life. But for everyone, it's the time that memories are made of.,Stand By Me,,,,,,,
48,:Person,,1970,,,,,River Phoenix,,,,,,15fa4f44-b6dc-4fd1-8871-05748de17e04,,,,,,
49,:Person,,1971,,,,,Corey Feldman,,,,,,cc2aa1db-7a1c-438d-a11b-e883c248dc70,,,,,,
50,:Person,,1972,,,,,Wil Wheaton,,,,,,ceb82db5-febc-465e-a7b3-a26ff6f1104d,,,,,,
51,:Person,,1966,,,,,John Cusack,,,,,,7fd7a160-e1d0-4148-a8f9-1bed78f716c3,,,,,,
52,:Person,,1942,,,,,Marshall Bell,,,,,,481cb8f4-5dfb-4cb8-a8c5-081786ebc1c2,,,,,,
53,:Movie,,,,,,,,1997,,,A comedy from the heart that goes for the throat.,As Good as It Gets,,,,,,,
54,:Person,,1963,,,,,Helen Hunt,,,,,,95b12a1b-a2da-42e1-a039-d3c8a0c9e953,,,,,,
55,:Person,,1963,,,,,Greg Kinnear,,,,,,9ac63a97-682b-49c3-9fd1-71eb0f15b4bd,,,,,,
56,:Person,,1940,,,,,James L. Brooks,,,,,,e15a030d-9dfb-4563-ba75-965e548bbdf6,,,,,,
57,:Movie,,,,,,,,1998,,,After life there is more. The end is just the beginning.,What Dreams May Come,,,,,,,
58,:Person,,1960,,,,,Annabella Sciorra,,,,,,8b09e670-6e21-4e8f-adf5-be80e243baba,,,,,,
59,:Person,,1929,,,,,Max von Sydow,,,,,,91d8e0de-f0b0-46c1-b40e-0e12a83c163e,,,,,,
60,:Person,,1942,,,,,Werner Herzog,,,,,,2fba143e-bd54-4764-b864-0932140fc38e,,,,,,
61,:Person,,1951,,,,,Robin Williams,,,,,,306b5c11-d42b-4606-bb72-433e9bc5f235,,,,,,
62,:Person,,1956,,,,,Vincent Ward,,,,,,add345f3-11db-403e-a003-201a30aad4a8,,,,,,
63,:Movie,,,,,,,,1999,,,First loves last. Forever.,Snow Falling on Cedars,,,,,,,
64,:Person,,1970,,,,,Ethan Hawke,,,,,,989c44af-4b25-488c-a9c9-feb087aeccb3,,,,,,
65,:Person,,1971,,,,,Rick Yune,,,,,,a6d26143-84b4-44b2-9f50-5e27286d0418,,,,,,
66,:Person,,1940,,,,,James Cromwell,,,,,,2de056c0-53cf-4780-b322-e41c45f31fc9,,,,,,
67,:Person,,1953,,,,,Scott Hicks,,,,,,c350d044-b533-49c3-9359-8898e6134b8b,,,,,,
68,:Movie,,,,,,,,1998,,,At odds in life... in love on-line.,You've Got Mail,,,,,,,
69,:Person,,1968,,,,,Parker Posey,,,,,,2b185a13-2b43-4c9f-99c5-3f73b4c2d4b5,,,,,,
70,:Person,,1973,,,,,Dave Chappelle,,,,,,00ca7515-28b3-44e7-8fec-020a95db3fb0,,,,,,
71,:Person,,1967,,,,,Steve Zahn,,,,,,d2eca3ea-59aa-49fd-a110-d7ee3461ea29,,,,,,
72,:Person,,1956,,,,,Tom Hanks,,,,,,e1e5139f-406a-4e35-80a2-36508376d94b,,,,,,
73,:Person,,1941,,,,,Nora Ephron,,,,,,a34c8861-ed45-4691-bd35-2eacee863d3d,,,,,,
74,:Movie,,,,,,,,1993,,,What if someone you never met, someone you never saw, someone you never knew was the only someone for you?,Sleepless in Seattle,,,,,,,
75,:Person,,1956,,,,,Rita Wilson,,,,,,b22630b7-fbfe-4fd8-b1be-7f6a40106b59,,,,,,
76,:Person,,1953,,,,,Bill Pullman,,,,,,6fd77f4a-f026-4e53-9384-9ba6f3efe2c7,,,,,,
77,:Person,,1949,,,,,Victor Garber,,,,,,b79bf85f-831e-47f3-88b4-4d8838bbcff2,,,,,,
78,:Person,,1962,,,,,Rosie O'Donnell,,,,,,28c54a5e-0b3d-45af-ad6d-af0d91de935a,,,,,,
79,:Movie,,,,,,,,1990,,,A story of love, lava and burning desire.,Joe Versus the Volcano,,,,,,,
80,:Person,,1950,,,,,John Patrick Stanley,,,,,,045a7fea-a084-47f3-bc89-a0f3667c7fde,,,,,,
81,:Person,,1956,,,,,Nathan Lane,,,,,,5e12ce12-328f-420b-b703-cf63274f7d09,,,,,,
82,:Movie,,,,,,,,1998,,,Can two friends sleep together and still love each other in the morning?,When Harry Met Sally,,,,,,,
83,:Person,,1948,,,,,Billy Crystal,,,,,,e69478fe-d122-45c1-916b-05e90a06ae9a,,,,,,
84,:Person,,1956,,,,,Carrie Fisher,,,,,,76b966f8-3efc-4cb6-935e-41e15de116bf,,,,,,
85,:Person,,1949,,,,,Bruno Kirby,,,,,,ba7b70f8-facb-477c-8df3-135d2315868c,,,,,,
86,:Movie,,,,,,,,1996,,,In every life there comes a time when that thing you dream becomes that thing you do,That Thing You Do,,,,,,,
87,:Person,,1977,,,,,Liv Tyler,,,,,,8513df93-7eea-46db-9324-30c5df9d1c2d,,,,,,
88,:Movie,,,,,,,,2000,,,Pain heals, Chicks dig scars... Glory lasts forever,The Replacements,,,,,,,
89,:Person,,1970,,,,,Brooke Langton,,,,,,57018954-dd57-4c39-bd2d-7810e7637fef,,,,,,
90,:Person,,1929,,,,,Gene Hackman,,,,,,706ad2bc-b813-461c-9b44-53da5ad2d178,,,,,,
91,:Person,,1968,,,,,Orlando Jones,,,,,,1c040926-def5-4735-ab43-bc3e2ba36115,,,,,,
92,:Person,,1950,,,,,Howard Deutch,,,,,,a7a185e2-1b64-436f-a7d2-c532c6394d34,,,,,,
93,:Movie,,,,,,,,2006,,,Based on the extraordinary true story of one man's fight for freedom,RescueDawn,,,,,,,
94,:Person,,1974,,,,,Christian Bale,,,,,,417ebd90-6fee-4ad1-b8c9-5379f2ff1862,,,,,,
95,:Person,,1954,,,,,Zach Grenier,,,,,,e16c32d1-7055-4136-8a68-5fb9ce9b313d,,,,,,
96,:Movie,,,,,,,,1996,,,Come as you are,The Birdcage,,,,,,,
97,:Person,,1931,,,,,Mike Nichols,,,,,,c9623ee9-7265-413d-82f0-ec9cd08c36bb,,,,,,
98,:Movie,,,,,,,,1992,,,It's a hell of a thing, killing a man,Unforgiven,,,,,,,
99,:Person,,1930,,,,,Richard Harris,,,,,,e99689ed-54e0-4db3-8b0c-b9bacb6af0b9,,,,,,
100,:Person,,1930,,,,,Clint Eastwood,,,,,,b5c4908c-979d-4ea9-a97e-a742318f4653,,,,,,
101,:Movie,,,,,,,,1995,,,The hottest data on earth. In the coolest head in town,Johnny Mnemonic,,,,,,,
102,:Person,,1947,,,,,Takeshi Kitano,,,,,,107526ca-6691-406f-933e-85a04df766be,,,,,,
103,:Person,,1968,,,,,Dina Meyer,,,,,,f500fe54-6db2-4860-a1e3-c6e050607618,,,,,,
104,:Person,,1958,,,,,Ice-T,,,,,,cfd4332b-6d35-40ce-8a7d-c61a282f3265,,,,,,
105,:Person,,1953,,,,,Robert Longo,,,,,,093f9251-29f9-419b-8bb8-c7f2699b0f15,,,,,,
106,:Movie,,,,,,,,2012,,,Everything is connected,Cloud Atlas,,,,,,,
107,:Person,,1966,,,,,Halle Berry,,,,,,58ca5273-d767-46e3-86d6-a50809e37254,,,,,,
108,:Person,,1949,,,,,Jim Broadbent,,,,,,5566cade-8278-46a6-9991-76ce93ab7370,,,,,,
109,:Person,,1965,,,,,Tom Tykwer,,,,,,41730f87-e1e1-4cda-81d8-a1dc871292da,,,,,,
110,:Person,,1969,,,,,David Mitchell,,,,,,c0a43ca5-bf2c-485d-823a-721c286594ba,,,,,,
111,:Person,,1961,,,,,Stefan Arndt,,,,,,4ceea28b-2dd1-4ad6-9931-00ce548b4a3f,,,,,,
112,:Movie,,,,,,,,2006,,,Break The Codes,The Da Vinci Code,,,,,,,
113,:Person,,1939,,,,,Ian McKellen,,,,,,13e45954-519c-4f44-84d7-324eaccf730a,,,,,,
114,:Person,,1976,,,,,Audrey Tautou,,,,,,5735e632-fd1b-4689-91d1-20b734c356e3,,,,,,
115,:Person,,1971,,,,,Paul Bettany,,,,,,5dc076f7-f844-4480-858f-ffa1eca68d19,,,,,,
116,:Person,,1954,,,,,Ron Howard,,,,,,5699553c-2a25-476d-bfe7-bb3c0ea16e6a,,,,,,
117,:Movie,,,,,,,,2006,,,Freedom! Forever!,V for Vendetta,,,,,,,
118,:Person,,1981,,,,,Natalie Portman,,,,,,4b497b5d-cbf8-48a6-91e1-51e7956fe4bd,,,,,,
119,:Person,,1946,,,,,Stephen Rea,,,,,,ed46fe74-02da-45d3-8622-18f44540edb0,,,,,,
120,:Person,,1940,,,,,John Hurt,,,,,,14d726a8-e2c0-42ed-b400-284facaf6ac9,,,,,,
121,:Person,,1967,,,,,Ben Miles,,,,,,1d73038f-ef15-4900-bf29-fa1508ee3e73,,,,,,
122,:Movie,,,,,,,,2008,,,Speed has no limits,Speed Racer,,,,,,,
123,:Person,,1985,,,,,Emile Hirsch,,,,,,1d07706a-9aff-41d8-9179-6f94b26983a6,,,,,,
124,:Person,,1960,,,,,John Goodman,,,,,,59c613b2-ae2d-4798-bb2d-d37c527d9c6d,,,,,,
125,:Person,,1946,,,,,Susan Sarandon,,,,,,f1067aa0-5767-4d25-ad6c-d7f49c21d85f,,,,,,
126,:Person,,1966,,,,,Matthew Fox,,,,,,4015efec-fea8-42d6-87c3-6145e042866e,,,,,,
127,:Person,,1980,,,,,Christina Ricci,,,,,,acfa3ee9-2922-443b-b150-6709b13215fd,,,,,,
128,:Person,,1982,,,,,Rain,,,,,,24f67173-c723-4b6a-9f3a-26fee6f5c0a8,,,,,,
129,:Movie,,,,,,,,2009,,,Prepare to enter a secret world of assassins,Ninja Assassin,,,,,,,
130,:Person,,,,,,,Naomie Harris,,,,,,1f0ca4ff-67d7-4b28-a746-833317223381,,,,,,
131,:Movie,,,,,,,,1999,,,Walk a mile you'll never forget.,The Green Mile,,,,,,,
132,:Person,,1957,,,,,Michael Clarke Duncan,,,,,,7fb73756-e7ed-4e79-a5d6-dbb0cd70e7e5,,,,,,
133,:Person,,1953,,,,,David Morse,,,,,,8a003d99-6dad-47b7-9bff-3a298a1c0a52,,,,,,
134,:Person,,1968,,,,,Sam Rockwell,,,,,,ec5941be-8ab2-49ba-8d60-d15753dd1d24,,,,,,
135,:Person,,1955,,,,,Gary Sinise,,,,,,4ea5a39d-ed09-41ef-83ac-73671b38fee6,,,,,,
136,:Person,,1959,,,,,Patricia Clarkson,,,,,,a2c0e2c1-36e4-44d1-9da2-7dbf1fe92bd1,,,,,,
137,:Person,,1959,,,,,Frank Darabont,,,,,,204b91d2-4480-4e86-88b1-a5df0ec7534d,,,,,,
138,:Movie,,,,,,,,2008,,,400 million people were waiting for the truth.,Frost/Nixon,,,,,,,
139,:Person,,1938,,,,,Frank Langella,,,,,,35273207-dc8e-4647-9d72-f58a5957bc65,,,,,,
140,:Person,,1969,,,,,Michael Sheen,,,,,,464f4690-4d14-47a9-bdc2-7763c0fe1d6d,,,,,,
141,:Person,,1960,,,,,Oliver Platt,,,,,,ee07f350-51a3-4671-b3f9-e3a010c0492f,,,,,,
142,:Movie,,,,,,,,1992,,,He didn't want law. He wanted justice.,Hoffa,,,,,,,
143,:Person,,1944,,,,,Danny DeVito,,,,,,53e65298-bfd3-422d-84ad-44a8b4964e72,,,,,,
144,:Person,,1965,,,,,John C. Reilly,,,,,,e544ce5c-1308-4a01-bd56-9a7c6c7a819b,,,,,,
145,:Movie,,,,,,,,1995,,,Houston, we have a problem.,Apollo 13,,,,,,,
146,:Person,,1950,,,,,Ed Harris,,,,,,9aba0ad8-f664-4f69-ac60-fbb4869c2ad4,,,,,,
147,:Person,,1955,,,,,Bill Paxton,,,,,,d8db960d-864d-4658-8d6a-9f4473caf83c,,,,,,
148,:Movie,,,,,,,,1996,,,Don't Breathe. Don't Look Back.,Twister,,,,,,,
149,:Person,,1967,,,,,Philip Seymour Hoffman,,,,,,486792b9-6f55-49d4-8dca-e19d6e6062c2,,,,,,
150,:Person,,1943,,,,,Jan de Bont,,,,,,4011a605-10cc-4557-9d67-4907ae4e56e2,,,,,,
151,:Movie,,,,,,,,2000,,,At the edge of the world, his journey begins.,Cast Away,,,,,,,
152,:Person,,1951,,,,,Robert Zemeckis,,,,,,b70e2def-03a1-4f36-b7cc-c208d778be9b,,,,,,
153,:Movie,,,,,,,,1975,,,If he's crazy, what does that make you?,One Flew Over the Cuckoo's Nest,,,,,,,
154,:Person,,1932,,,,,Milos Forman,,,,,,83ff1697-cd7e-464e-9b26-deb55683de88,,,,,,
155,:Movie,,,,,,,,2003,,,,Something's Gotta Give,,,,,,,
156,:Person,,1946,,,,,Diane Keaton,,,,,,f1873f0c-f8af-4a7d-b479-a8ed78c5c8e1,,,,,,
157,:Person,,1949,,,,,Nancy Meyers,,,,,,4967fde8-3c4d-44dc-965b-f54f4ba231b4,,,,,,
158,:Movie,,,,,,,,1999,,,One robot's 200 year journey to become an ordinary man.,Bicentennial Man,,,,,,,
159,:Person,,1958,,,,,Chris Columbus,,,,,,1a08c3e7-884d-4698-85b8-1b5b13c89d7c,,,,,,
160,:Movie,,,,,,,,2007,,,A stiff drink. A little mascara. A lot of nerve. Who said they couldn't bring down the Soviet empire.,Charlie Wilson's War,,,,,,,
161,:Person,,1967,,,,,Julia Roberts,,,,,,69fb29aa-7130-4134-868a-1ed35d1afabb,,,,,,
162,:Movie,,,,,,,,2004,,,This Holiday Season... Believe,The Polar Express,,,,,,,
163,:Movie,,,,,,,,1992,,,Once in a lifetime you get a chance to do something different.,A League of Their Own,,,,,,,
164,:Person,,1954,,,,,Madonna,,,,,,58688cad-17c5-49fa-bc86-2a19259cfc9b,,,,,,
165,:Person,,1956,,,,,Geena Davis,,,,,,f672c0d6-1d17-4a53-ba7b-b1ce69033e57,,,,,,
166,:Person,,1963,,,,,Lori Petty,,,,,,11845d4d-f90e-4239-9fc8-7fc4ce412688,,,,,,
167,:Person,,1943,,,,,Penny Marshall,,,,,,7cf89570-99a2-4257-aeee-c7fd60123ece,,,,,,
168,:Person,,,,,,,Paul Blythe,,,,,,da05ad5d-66f5-4bd8-9c92-7af94f5fc495,,,,,,
169,:Person,,,,,,,Angela Scope,,,,,,a61bf8b5-89cb-429c-9189-23e809e83c8f,,,,,,
170,:Person,,,,,,,Jessica Thompson,,,,,,341593b1-4e3e-4d6d-a45b-75faca29b256,,,,,,
171,:Person,,,,,,,James Thompson,,,,,,6068e768-a8c4-4116-a9e4-9ff3cccd91ff,,,,,,
172,:Article,Caro Frecchia, adesso per te saranno volatili per diabetici,,,3,,,,,,,,,,,,,,,
173,:Movie,,,,,,,The movie about Keanu Reeves,,,,,,,,,,,,
174,:NotKeanu,,,,,,,Carrie-Anne Moss,,,,,,,,,,,,
175,:NotKeanu,,,,,,,Laurence Fishburne,,,,,,,,,,,,
176,:NotKeanu,,,,,,,Hugo Weaving,,,,,,,,,,,,
177,:NotKeanu,,,,,,,Lilly Wachowski,,,,,,,,,,,,
178,:NotKeanu,,,,,,,Lana Wachowski,,,,,,,,,,,,
179,:NotKeanu,,,,,,,Joel Silver,,,,,,,,,,,,
180,:NotKeanu,,,,,,,Emil Eifrem,,,,,,,,,,,,
181,:NotKeanu,,,,,,,Charlize Theron,,,,,,,,,,,,
182,:NotKeanu,,,,,,,Al Pacino,,,,,,,,,,,,
183,:NotKeanu,,,,,,,Taylor Hackford,,,,,,,,,,,,
184,:NotKeanu,,,,,,,Tom Cruise,,,,,,,,,,,,
185,:NotKeanu,,,,,,,Jack Nicholson,,,,,,,,,,,,
186,:NotKeanu,,,,,,,Demi Moore,,,,,,,,,,,,
187,:NotKeanu,,,,,,,Kevin Bacon,,,,,,,,,,,,
188,:NotKeanu,,,,,,,Kiefer Sutherland,,,,,,,,,,,,
189,:NotKeanu,,,,,,,Noah Wyle,,,,,,,,,,,,
190,:NotKeanu,,,,,,,Cuba Gooding Jr.,,,,,,,,,,,,
191,:NotKeanu,,,,,,,Kevin Pollak,,,,,,,,,,,,
192,:NotKeanu,,,,,,,J.T. Walsh,,,,,,,,,,,,
193,:NotKeanu,,,,,,,James Marshall,,,,,,,,,,,,
194,:NotKeanu,,,,,,,Christopher Guest,,,,,,,,,,,,
195,:NotKeanu,,,,,,,Rob Reiner,,,,,,,,,,,,
196,:NotKeanu,,,,,,,Aaron Sorkin,,,,,,,,,,,,
197,:NotKeanu,,,,,,,Kelly McGillis,,,,,,,,,,,,
198,:NotKeanu,,,,,,,Val Kilmer,,,,,,,,,,,,
199,:NotKeanu,,,,,,,Anthony Edwards,,,,,,,,,,,,
200,:NotKeanu,,,,,,,Tom Skerritt,,,,,,,,,,,,
201,:NotKeanu,,,,,,,Meg Ryan,,,,,,,,,,,,
202,:NotKeanu,,,,,,,Tony Scott,,,,,,,,,,,,
203,:NotKeanu,,,,,,,Jim Cash,,,,,,,,,,,,
204,:NotKeanu,,,,,,,Renee Zellweger,,,,,,,,,,,,
205,:NotKeanu,,,,,,,Kelly Preston,,,,,,,,,,,,
206,:NotKeanu,,,,,,,Jerry O'Connell,,,,,,,,,,,,
207,:NotKeanu,,,,,,,Jay Mohr,,,,,,,,,,,,
208,:NotKeanu,,,,,,,Bonnie Hunt,,,,,,,,,,,,
209,:NotKeanu,,,,,,,Regina King,,,,,,,,,,,,
210,:NotKeanu,,,,,,,Jonathan Lipnicki,,,,,,,,,,,,
211,:NotKeanu,,,,,,,Cameron Crowe,,,,,,,,,,,,
212,:NotKeanu,,,,,,,River Phoenix,,,,,,,,,,,,
213,:NotKeanu,,,,,,,Corey Feldman,,,,,,,,,,,,
214,:NotKeanu,,,,,,,Wil Wheaton,,,,,,,,,,,,
215,:NotKeanu,,,,,,,John Cusack,,,,,,,,,,,,
216,:NotKeanu,,,,,,,Marshall Bell,,,,,,,,,,,,
217,:NotKeanu,,,,,,,Helen Hunt,,,,,,,,,,,,
218,:NotKeanu,,,,,,,Greg Kinnear,,,,,,,,,,,,
219,:NotKeanu,,,,,,,James L. Brooks,,,,,,,,,,,,
220,:NotKeanu,,,,,,,Annabella Sciorra,,,,,,,,,,,,
221,:NotKeanu,,,,,,,Max von Sydow,,,,,,,,,,,,
222,:NotKeanu,,,,,,,Werner Herzog,,,,,,,,,,,,
223,:NotKeanu,,,,,,,Robin Williams,,,,,,,,,,,,
224,:NotKeanu,,,,,,,Vincent Ward,,,,,,,,,,,,
225,:NotKeanu,,,,,,,Ethan Hawke,,,,,,,,,,,,
226,:NotKeanu,,,,,,,Rick Yune,,,,,,,,,,,,
227,:NotKeanu,,,,,,,James Cromwell,,,,,,,,,,,,
228,:NotKeanu,,,,,,,Scott Hicks,,,,,,,,,,,,
229,:NotKeanu,,,,,,,Parker Posey,,,,,,,,,,,,
230,:NotKeanu,,,,,,,Dave Chappelle,,,,,,,,,,,,
231,:NotKeanu,,,,,,,Steve Zahn,,,,,,,,,,,,
232,:NotKeanu,,,,,,,Tom Hanks,,,,,,,,,,,,
233,:NotKeanu,,,,,,,Nora Ephron,,,,,,,,,,,,
234,:NotKeanu,,,,,,,Rita Wilson,,,,,,,,,,,,
235,:NotKeanu,,,,,,,Bill Pullman,,,,,,,,,,,,
236,:NotKeanu,,,,,,,Victor Garber,,,,,,,,,,,,
237,:NotKeanu,,,,,,,Rosie O'Donnell,,,,,,,,,,,,
238,:NotKeanu,,,,,,,John Patrick Stanley,,,,,,,,,,,,
239,:NotKeanu,,,,,,,Nathan Lane,,,,,,,,,,,,
240,:NotKeanu,,,,,,,Billy Crystal,,,,,,,,,,,,
241,:NotKeanu,,,,,,,Carrie Fisher,,,,,,,,,,,,
242,:NotKeanu,,,,,,,Bruno Kirby,,,,,,,,,,,,
243,:NotKeanu,,,,,,,Liv Tyler,,,,,,,,,,,,
244,:NotKeanu,,,,,,,Brooke Langton,,,,,,,,,,,,
245,:NotKeanu,,,,,,,Gene Hackman,,,,,,,,,,,,
246,:NotKeanu,,,,,,,Orlando Jones,,,,,,,,,,,,
247,:NotKeanu,,,,,,,Howard Deutch,,,,,,,,,,,,
248,:NotKeanu,,,,,,,Christian Bale,,,,,,,,,,,,
249,:NotKeanu,,,,,,,Zach Grenier,,,,,,,,,,,,
250,:NotKeanu,,,,,,,Mike Nichols,,,,,,,,,,,,
251,:NotKeanu,,,,,,,Richard Harris,,,,,,,,,,,,
252,:NotKeanu,,,,,,,Clint Eastwood,,,,,,,,,,,,
253,:NotKeanu,,,,,,,Takeshi Kitano,,,,,,,,,,,,
254,:NotKeanu,,,,,,,Dina Meyer,,,,,,,,,,,,
255,:NotKeanu,,,,,,,Ice-T,,,,,,,,,,,,
256,:NotKeanu,,,,,,,Robert Longo,,,,,,,,,,,,
257,:NotKeanu,,,,,,,Halle Berry,,,,,,,,,,,,
258,:NotKeanu,,,,,,,Jim Broadbent,,,,,,,,,,,,
259,:NotKeanu,,,,,,,Tom Tykwer,,,,,,,,,,,,
260,:NotKeanu,,,,,,,David Mitchell,,,,,,,,,,,,
261,:NotKeanu,,,,,,,Stefan Arndt,,,,,,,,,,,,
262,:NotKeanu,,,,,,,Ian McKellen,,,,,,,,,,,,
263,:NotKeanu,,,,,,,Audrey Tautou,,,,,,,,,,,,
264,:NotKeanu,,,,,,,Paul Bettany,,,,,,,,,,,,
265,:NotKeanu,,,,,,,Ron Howard,,,,,,,,,,,,
266,:NotKeanu,,,,,,,Natalie Portman,,,,,,,,,,,,
267,:NotKeanu,,,,,,,Stephen Rea,,,,,,,,,,,,
268,:NotKeanu,,,,,,,John Hurt,,,,,,,,,,,,
269,:NotKeanu,,,,,,,Ben Miles,,,,,,,,,,,,
270,:NotKeanu,,,,,,,Emile Hirsch,,,,,,,,,,,,
271,:NotKeanu,,,,,,,John Goodman,,,,,,,,,,,,
272,:NotKeanu,,,,,,,Susan Sarandon,,,,,,,,,,,,
273,:NotKeanu,,,,,,,Matthew Fox,,,,,,,,,,,,
274,:NotKeanu,,,,,,,Christina Ricci,,,,,,,,,,,,
275,:NotKeanu,,,,,,,Rain,,,,,,,,,,,,
