_id,_labels,age,bar,body,born,children,eyes,fingerprint,hair,id,import,myId,myProp,name,other,prop,released,something,stuff,tagline,time,timestamp,title,uuid,_start,_end,_type,id,rating,roles,summary
15,:Person,,,,1944,,,,,,,,,Taylor Hackford,,,,,,,,,,df44f4a5-a7d5-4556-979a-b24982d47ed3,,,,,,,
16,:Movie,,,,,,,,,,,,,,,,1992,,,"In the heart of the nation's capital, in a courthouse of the U.S. government, one man will stop at nothing to keep his honor, and one will stop at nothing to find the truth.",,,A Few Good Men,,,,,,,,
17,:Person,,,,1962,,,,,,,,,Tom Cruise,,,,,,,,,,d7d55310-1bf3-42d5-a0b8-ed90f13570e3,,,,,,,
18,:Person,,,,1937,,,,,,,,,Jack Nicholson,,,,,,,,,,b06db6b9-0543-4dfe-bdc4-68b20377d4d2,,,,,,,
19,:Person,,,,1962,,,,,,,,,Demi Moore,,,,,,,,,,86735af8-970f-4737-b382-abe23cd5e4eb,,,,,,,
20,:Person,,,,1958,,,,,,,,,Kevin Bacon,,,,,,,,,,c02aa3c3-503d-457c-bab5-0cb2f27d6fca,,,,,,,
21,:Person,,,,1966,,,,,,,,,Kiefer Sutherland,,,,,,,,,,e74e079c-720b-45e0-9e97-5fa947099778,,,,,,,
22,:Person,,,,1971,,,,,,,,,Noah Wyle,,,,,,,,,,21051502-ad41-40ee-b2a8-98618d687824,,,,,,,
23,:Person,,,,1968,,,,,,,,,Cuba Gooding Jr.,,,,,,,,,,92924b3e-d36d-4991-afcd-8de05edc16aa,,,,,,,
24,:Person,,,,1957,,,,,,,,,Kevin Pollak,,,,,,,,,,9d53de84-128a-4c14-8a1e-4c2a63a0ff63,,,,,,,
25,:Person,,,,1943,,,,,,,,,J.T. Walsh,,,,,,,,,,bc178ade-8e53-4f37-a21b-663e048fefc0,,,,,,,
26,:Person,,,,1967,,,,,,,,,James Marshall,,,,,,,,,,e943b2a7-b396-4f4e-9d6f-0bc833a0283f,,,,,,,
27,:Person,,,,1948,,,,,,,,,Christopher Guest,,,,,,,,,,436aca6d-21cf-4d44-915d-5a1510529f53,,,,,,,
28,:Person,,,,1947,,,,,,,,,Rob Reiner,,,,,,,,,,6d12d82c-1d90-4d04-8006-0fe72124961c,,,,,,,
29,:Person,,,,1961,,,,,,,,,Aaron Sorkin,,,,,,,,,,79b7e572-5676-4fb0-aade-a8328db84098,,,,,,,
30,:Movie,,,,,,,,,,,,,,,,1986,,,"I feel the need, the need for speed.",,,Top Gun,,,,,,,,
31,:Person,,,,1957,,,,,,,,,Kelly McGillis,,,,,,,,,,cc2f6131-147b-40dc-a590-309544e52166,,,,,,,
32,:Person,,,,1959,,,,,,,,,Val Kilmer,,,,,,,,,,5adca0d7-9f66-4603-ba49-45be7f2210b5,,,,,,,
33,:Person,,,,1962,,,,,,,,,Anthony Edwards,,,,,,,,,,a8ffacd8-a94e-4d90-ba56-830b3175645e,,,,,,,
34,:Person,,,,1933,,,,,,,,,Tom Skerritt,,,,,,,,,,ab98a01f-a6ce-42f7-800e-5f12aa016a9b,,,,,,,
35,:Person,,,,1961,,,,,,,,,Meg Ryan,,,,,,,,,,23bd806a-32a0-46b0-a33e-4e7e828582df,,,,,,,
36,:Person,,,,1944,,,,,,,,,Tony Scott,,,,,,,,,,b097c4e9-6d2c-4bfb-80f4-a20504272c39,,,,,,,
37,:Person,,,,1941,,,,,,,,,Jim Cash,,,,,,,,,,fe33122b-9389-468f-9d4f-ad8323f38ab4,,,,,,,
38,:Movie,,,,,,,,,,,,,,,,2000,,,The rest of his life begins now.,,,Jerry Maguire,,,,,,,,
39,:Person,,,,1969,,,,,,,,,Renee Zellweger,,,,,,,,,,d0e11336-0470-448b-9a97-35a7130ea345,,,,,,,
40,:Person,,,,1962,,,,,,,,,Kelly Preston,,,,,,,,,,a01df319-0363-433c-b3eb-bd9f2d2368c5,,,,,,,
41,:Person,,,,1974,,,,,,,,,Jerry O'Connell,,,,,,,,,,6c78233c-558b-42a6-965c-52fcc359f451,,,,,,,
42,:Person,,,,1970,,,,,,,,,Jay Mohr,,,,,,,,,,47e8a5b1-a65b-4d5f-885d-369bbf0e4203,,,,,,,
43,:Person,,,,1961,,,,,,,,,Bonnie Hunt,,,,,,,,,,bb04251c-d96f-4a11-a64c-fdeace5947de,,,,,,,
44,:Person,,,,1971,,,,,,,,,Regina King,,,,,,,,,,d4fcf2db-fa0e-43b8-85ce-37a05fd02f99,,,,,,,
45,:Person,,,,1996,,,,,,,,,Jonathan Lipnicki,,,,,,,,,,780e6e47-2ee5-42f3-bfa9-e101b3719828,,,,,,,
46,:Person,,,,1957,,,,,,,,,Cameron Crowe,,,,,,,,,,07ffaad7-a860-4b26-9af8-f1a2544880cc,,,,,,,
47,:Movie,,,,,,,,,,,,,,,,1986,,,"For some, it's the last real taste of innocence, and the first real taste of life. But for everyone, it's the time that memories are made of.",,,Stand By Me,,,,,,,,
48,:Person,,,,1970,,,,,,,,,River Phoenix,,,,,,,,,,c9ef6a50-283c-42f5-9a03-14f17e941c10,,,,,,,
49,:Person,,,,1971,,,,,,,,,Corey Feldman,,,,,,,,,,f3f107f2-ae1b-454d-b676-f04911c3babc,,,,,,,
50,:Person,,,,1972,,,,,,,,,Wil Wheaton,,,,,,,,,,3e2aff84-fbe1-40d5-aaeb-2fac927f6b9d,,,,,,,
51,:Person,,,,1966,,,,,,,,,John Cusack,,,,,,,,,,70291a49-7968-4d17-9394-078f9b9cb19b,,,,,,,
52,:Person,,,,1942,,,,,,,,,Marshall Bell,,,,,,,,,,52253363-5ef5-43ee-8ddf-00a7a354fde2,,,,,,,
53,:Movie,,,,,,,,,,,,,,,,1997,,,A comedy from the heart that goes for the throat.,,,As Good as It Gets,,,,,,,,
54,:Person,,,,1963,,,,,,,,,Helen Hunt,,,,,,,,,,91677f6b-5fed-4787-87cd-a625f23bd48e,,,,,,,
55,:Person,,,,1963,,,,,,,,,Greg Kinnear,,,,,,,,,,327e3c7d-88c0-4411-9515-36131946ac51,,,,,,,
56,:Person,,,,1940,,,,,,,,,James L. Brooks,,,,,,,,,,344c4f6b-2363-47d7-a5c3-3fe8400d6280,,,,,,,
57,:Movie,,,,,,,,,,,,,,,,1998,,,After life there is more. The end is just the beginning.,,,What Dreams May Come,,,,,,,,
58,:Person,,,,1960,,,,,,,,,Annabella Sciorra,,,,,,,,,,b59c84ed-a5bb-4e66-abc0-49af13a930f7,,,,,,,
59,:Person,,,,1929,,,,,,,,,Max von Sydow,,,,,,,,,,404f195e-a2ff-425d-84e2-af0d91099c11,,,,,,,
60,:Person,,,,1942,,,,,,,,,Werner Herzog,,,,,,,,,,9829e7ef-a988-4307-b2e1-cb664c80613f,,,,,,,
61,:Person,,,,1951,,,,,,,,,Robin Williams,,,,,,,,,,5cc4a6e3-37fc-4f00-b0bd-f7fecbac969e,,,,,,,
62,:Person,,,,1956,,,,,,,,,Vincent Ward,,,,,,,,,,bc932b04-fecc-4750-b5ac-6968f98e1262,,,,,,,
63,:Movie,,,,,,,,,,,,,,,,1999,,,First loves last. Forever.,,,Snow Falling on Cedars,,,,,,,,
64,:Person,,,,1970,,,,,,,,,Ethan Hawke,,,,,,,,,,6b7a5d55-e7d5-4cfc-b7c0-5762ba22bd7c,,,,,,,
65,:Person,,,,1971,,,,,,,,,Rick Yune,,,,,,,,,,733d7886-f38a-4f74-9bea-bd85de7745b2,,,,,,,
66,:Person,,,,1940,,,,,,,,,James Cromwell,,,,,,,,,,21e3abce-39c2-4606-893a-07c1989839c2,,,,,,,
67,:Person,,,,1953,,,,,,,,,Scott Hicks,,,,,,,,,,696668ec-9a46-4b79-b76e-d9bf6cd3e99a,,,,,,,
68,:Movie,,,,,,,,,,,,,,,,1998,,,At odds in life... in love on-line.,,,You've Got Mail,,,,,,,,
69,:Person,,,,1968,,,,,,,,,Parker Posey,,,,,,,,,,88118023-634e-4c2d-a327-8dfc5d9ae0d1,,,,,,,
70,:Person,,,,1973,,,,,,,,,Dave Chappelle,,,,,,,,,,f36a31ce-c800-45b4-9d8a-ff75f754c7bd,,,,,,,
71,:Person,,,,1967,,,,,,,,,Steve Zahn,,,,,,,,,,acbd43fc-44bd-4290-b7bd-7c6e231dbfc1,,,,,,,
72,:Person,,,,1956,,,,,,,,,Tom Hanks,,,,,,,,,,c0bb75f2-f4da-4432-8ea7-afc60d1384b7,,,,,,,
73,:Person,,,,1941,,,,,,,,,Nora Ephron,,,,,,,,,,0b939ca8-2797-4fff-a249-987e979a38f3,,,,,,,
74,:Movie,,,,,,,,,,,,,,,,1993,,,"What if someone you never met, someone you never saw, someone you never knew was the only someone for you?",,,Sleepless in Seattle,,,,,,,,
75,:Person,,,,1956,,,,,,,,,Rita Wilson,,,,,,,,,,db209ffc-06b3-4051-a45d-b6907050eae2,,,,,,,
76,:Person,,,,1953,,,,,,,,,Bill Pullman,,,,,,,,,,fa7dd647-260a-429e-bb96-dbdb82afead3,,,,,,,
77,:Person,,,,1949,,,,,,,,,Victor Garber,,,,,,,,,,73a3ccb9-b976-40ef-ae4b-fbf8c8be025b,,,,,,,
78,:Person,,,,1962,,,,,,,,,Rosie O'Donnell,,,,,,,,,,9fb16294-469a-48c2-93c6-7971c3035cf8,,,,,,,
79,:Movie,,,,,,,,,,,,,,,,1990,,,"A story of love, lava and burning desire.",,,Joe Versus the Volcano,,,,,,,,
80,:Person,,,,1950,,,,,,,,,John Patrick Stanley,,,,,,,,,,c3a497d4-71c6-4cf2-86cb-be7567c1e716,,,,,,,
81,:Person,,,,1956,,,,,,,,,Nathan Lane,,,,,,,,,,64aaeae0-b798-47dd-8613-139966bf9fc3,,,,,,,
82,:Movie,,,,,,,,,,,,,,,,1998,,,Can two friends sleep together and still love each other in the morning?,,,When Herry Met Sally,,,,,,,,
83,:Person,,,,1948,,,,,,,,,Billy Crystal,,,,,,,,,,077f3be5-1617-4e9e-a3d4-e5c3e7ed9206,,,,,,,
84,:Person,,,,1956,,,,,,,,,Carrie Fisher,,,,,,,,,,ee08a41c-8bfd-44aa-85c7-b575e16d0a0b,,,,,,,
85,:Person,,,,1949,,,,,,,,,Bruno Kirby,,,,,,,,,,3739a471-ffd6-4268-8fe1-4968467545eb,,,,,,,
86,:Movie,,,,,,,,,,,,,,,,1996,,,In every life there comes a time when that thing you dream becomes that thing you do,,,That Thing You Do,,,,,,,,
87,:Person,,,,1977,,,,,,,,,Liv Tyler,,,,,,,,,,ba5ae9f0-0ba6-44a3-9dcd-c3f96b58f4b3,,,,,,,
88,:Movie,,,,,,,,,,,,,,,,2000,,,"Pain heals, Chicks dig scars... Glory lasts forever",,,The Replacements,,,,,,,,
89,:Person,,,,1970,,,,,,,,,Brooke Langton,,,,,,,,,,d8edf073-0345-4720-a714-d42c4066516f,,,,,,,
90,:Person,,,,1929,,,,,,,,,Gene Hackman,,,,,,,,,,f728da1b-1021-4c02-b5fe-fb96484cdb8d,,,,,,,
91,:Person,,,,1968,,,,,,,,,Orlando Jones,,,,,,,,,,f99f0403-d16b-4aa3-956c-304b4a3f5612,,,,,,,
92,:Person,,,,1950,,,,,,,,,Howard Deutch,,,,,,,,,,849b3677-3bf6-43fe-92f8-d7075065d453,,,,,,,
93,:Movie,,,,,,,,,,,,,,,,2006,,,Based on the extraordinary true story of one man's fight for freedom,,,RescueDawn,,,,,,,,
94,:Person,,,,1974,,,,,,,,,Christian Bale,,,,,,,,,,e22881ce-e0ea-4222-9628-46ce27d5efe6,,,,,,,
95,:Person,,,,1954,,,,,,,,,Zach Grenier,,,,,,,,,,7b044c72-008b-4a4f-8eb8-10067b0afa05,,,,,,,
96,:Movie,,,,,,,,,,,,,,,,1996,,,Come as you are,,,The Birdcage,,,,,,,,
97,:Person,,,,1931,,,,,,,,,Mike Nichols,,,,,,,,,,e24be654-db7d-4d87-b945-c7b675fc1700,,,,,,,
98,:Movie,,,,,,,,,,,,,,,,1992,,,"It's a hell of a thing, killing a man",,,Unforgiven,,,,,,,,
99,:Person,,,,1930,,,,,,,,,Richard Harris,,,,,,,,,,f3350b3c-af8a-4541-a9e4-425a93062791,,,,,,,
100,:Person,,,,1930,,,,,,,,,Clint Eastwood,,,,,,,,,,2371501f-09a4-4672-93f6-aa03cb1c543c,,,,,,,
101,:Movie,,,,,,,,,,,,,,,,1995,,,The hottest data on earth. In the coolest head in town,,,Johnny Mnemonic,,,,,,,,
102,:Person,,,,1947,,,,,,,,,Takeshi Kitano,,,,,,,,,,1209ce62-9a9f-4efc-9f6c-86c08b37996e,,,,,,,
103,:Person,,,,1968,,,,,,,,,Dina Meyer,,,,,,,,,,d0965102-2398-41a3-bf06-b2652af1fe1c,,,,,,,
104,:Person,,,,1958,,,,,,,,,Ice-T,,,,,,,,,,6d3808a5-4191-4184-81ba-86a763d0a4f2,,,,,,,
105,:Person,,,,1953,,,,,,,,,Robert Longo,,,,,,,,,,ce31b894-f99c-4e08-b720-9cb3caab9ac0,,,,,,,
106,:Movie,,,,,,,,,,,,,,,,2012,,,Everything is connected,,,Cloud Atlas,,,,,,,,
107,:Person,,,,1966,,,,,,,,,Halle Berry,,,,,,,,,,b3965148-6633-41dc-98b1-3e643fb80a66,,,,,,,
108,:Person,,,,1949,,,,,,,,,Jim Broadbent,,,,,,,,,,41a2382f-0c84-4823-b002-d2a72fe6c9bf,,,,,,,
109,:Person,,,,1965,,,,,,,,,Tom Tykwer,,,,,,,,,,8164657f-01f5-4408-b909-460cee62fd46,,,,,,,
110,:Person,,,,1969,,,,,,,,,David Mitchell,,,,,,,,,,e165d0b2-ddfa-443f-98eb-b8f4e1b17be2,,,,,,,
111,:Person,,,,1961,,,,,,,,,Stefan Arndt,,,,,,,,,,22866ca6-c1c4-484f-98f7-142b1ed96afd,,,,,,,
112,:Movie,,,,,,,,,,,,,,,,2006,,,Break The Codes,,,The Da Vinci Code,,,,,,,,
113,:Person,,,,1939,,,,,,,,,Ian McKellen,,,,,,,,,,54352a60-ff59-4ffc-9f51-70bf4f541151,,,,,,,
114,:Person,,,,1976,,,,,,,,,Audrey Tautou,,,,,,,,,,aede5951-abfa-46c1-a445-df495cdc75e8,,,,,,,
115,:Person,,,,1971,,,,,,,,,Paul Bettany,,,,,,,,,,e89d3f89-d1f5-42d9-8f76-767a59e28c68,,,,,,,
116,:Person,,,,1954,,,,,,,,,Ron Howard,,,,,,,,,,4a42d65d-f79b-425f-85b2-8fc1bdbc28fc,,,,,,,
117,:Movie,,,,,,,,,,,,,,,,2006,,,Freedom! Forever!,,,V for Vendetta,,,,,,,,
118,:Person,,,,1981,,,,,,,,,Natalie Portman,,,,,,,,,,d6ef1409-28d3-4dac-aa04-5e515ee61a53,,,,,,,
119,:Person,,,,1946,,,,,,,,,Stephen Rea,,,,,,,,,,ff1fd9a0-2178-44ce-958c-21359df5d1a3,,,,,,,
120,:Person,,,,1940,,,,,,,,,John Hurt,,,,,,,,,,771a5917-f8be-4a49-8144-083652de9d3f,,,,,,,
121,:Person,,,,1967,,,,,,,,,Ben Miles,,,,,,,,,,ee6233c7-39c3-474f-a0d7-02d6f95345c3,,,,,,,
122,:Movie,,,,,,,,,,,,,,,,2008,,,Speed has no limits,,,Speed Racer,,,,,,,,
123,:Person,,,,1985,,,,,,,,,Emile Hirsch,,,,,,,,,,67f66a07-c421-4e2a-9434-b18c32841621,,,,,,,
124,:Person,,,,1960,,,,,,,,,John Goodman,,,,,,,,,,4ad80013-4f77-4eef-877f-47a1fc0ee6fe,,,,,,,
125,:Person,,,,1946,,,,,,,,,Susan Sarandon,,,,,,,,,,8d09cdf6-252a-4151-854e-09ed2f099c74,,,,,,,
126,:Person,,,,1966,,,,,,,,,Matthew Fox,,,,,,,,,,535add67-cda3-4937-89a6-ab62585b2606,,,,,,,
127,:Person,,,,1980,,,,,,,,,Christina Ricci,,,,,,,,,,0984386f-db76-4361-b2ec-25022006a6b6,,,,,,,
128,:Person,,,,1982,,,,,,,,,Rain,,,,,,,,,,3dac4302-8995-47f4-914d-6a3bb18ebb2f,,,,,,,
129,:Movie,,,,,,,,,,,,,,,,2009,,,Prepare to enter a secret world of assassins,,,Ninja Assassin,,,,,,,,
130,:Person,,,,,,,,,,,,,Naomie Harris,,,,,,,,,,d8bf9aee-6d2d-4765-99d8-f03c090da84d,,,,,,,
131,:Movie,,,,,,,,,,,,,,,,1999,,,Walk a mile you'll never forget.,,,The Green Mile,,,,,,,,
132,:Person,,,,1957,,,,,,,,,Michael Clarke Duncan,,,,,,,,,,290c2d88-ece3-4790-ae0e-2ee5e3faad08,,,,,,,
133,:Person,,,,1953,,,,,,,,,David Morse,,,,,,,,,,106fb301-94f2-4122-b78f-8e216116905c,,,,,,,
134,:Person,,,,1968,,,,,,,,,Sam Rockwell,,,,,,,,,,443c5ee2-6d35-4d48-85e2-f1c988940401,,,,,,,
135,:Person,,,,1955,,,,,,,,,Gary Sinise,,,,,,,,,,d2003902-45a6-4771-abfc-c1714f8eb247,,,,,,,
136,:Person,,,,1959,,,,,,,,,Patricia Clarkson,,,,,,,,,,f7e8dfef-60f3-461b-ac9f-375b7af0cdfd,,,,,,,
137,:Person,,,,1959,,,,,,,,,Frank Darabont,,,,,,,,,,c466d8f3-2769-493a-8346-e333a1aacb41,,,,,,,
138,:Movie,,,,,,,,,,,,,,,,2008,,,400 million people were waiting for the truth.,,,Frost/Nixon,,,,,,,,
139,:Person,,,,1938,,,,,,,,,Frank Langella,,,,,,,,,,e9d413b1-8c84-4b8a-872d-14750b9feec7,,,,,,,
140,:Person,,,,1969,,,,,,,,,Michael Sheen,,,,,,,,,,2a478e1e-1251-473c-a095-af82070f5a82,,,,,,,
141,:Person,,,,1960,,,,,,,,,Oliver Platt,,,,,,,,,,b83a8137-f469-445b-a319-8246512e5304,,,,,,,
142,:Movie,,,,,,,,,,,,,,,,1992,,,He didn't want law. He wanted justice.,,,Hoffa,,,,,,,,
143,:Person,,,,1944,,,,,,,,,Danny DeVito,,,,,,,,,,394e553e-2f82-4004-a5bf-2942b8b86e6e,,,,,,,
144,:Person,,,,1965,,,,,,,,,John C. Reilly,,,,,,,,,,72fdc9bc-e5b4-4be9-92f8-87044b2e14d4,,,,,,,
145,:Movie,,,,,,,,,,,,,,,,1995,,,"Houston, we have a problem.",,,Apollo 13,,,,,,,,
146,:Person,,,,1950,,,,,,,,,Ed Harris,,,,,,,,,,05ce3af7-9e6c-4173-a9d4-b848ca503baa,,,,,,,
147,:Person,,,,1955,,,,,,,,,Bill Paxton,,,,,,,,,,b66c5e3b-78d3-4a8a-b09a-68bbfe31c822,,,,,,,
148,:Movie,,,,,,,,,,,,,,,,1996,,,Don't Breathe. Don't Look Back.,,,Twister,,,,,,,,
149,:Person,,,,1967,,,,,,,,,Philip Seymour Hoffman,,,,,,,,,,397eb306-4e73-49b0-8596-8221519762d5,,,,,,,
150,:Person,,,,1943,,,,,,,,,Jan de Bont,,,,,,,,,,989b1693-d629-442f-a247-c6d0822f9dab,,,,,,,
151,:Movie,,,,,,,,,,,,,,,,2000,,,"At the edge of the world, his journey begins.",,,Cast Away,,,,,,,,
152,:Person,,,,1951,,,,,,,,,Robert Zemeckis,,,,,,,,,,ac8984c4-d38c-4c75-95b1-adc90e27c3c7,,,,,,,
153,:Movie,,,,,,,,,,,,,,,,1975,,,"If he's crazy, what does that make you?",,,One Flew Over the Cuckoo's Nest,,,,,,,,
154,:Person,,,,1932,,,,,,,,,Milos Forman,,,,,,,,,,32bfb670-10c3-49d2-845e-2e1f3f81c512,,,,,,,
155,:Movie,,,,,,,,,,,,,,,,2003,,,,,,Something's Gotta Give,,,,,,,,
156,:Person,,,,1946,,,,,,,,,Diane Keaton,,,,,,,,,,21738810-5abe-411c-9dcc-092d9a635c8a,,,,,,,
157,:Person,,,,1949,,,,,,,,,Nancy Meyers,,,,,,,,,,1885977a-79f1-4889-8037-d50bae4fd488,,,,,,,
158,:Movie,,,,,,,,,,,,,,,,1999,,,One robot's 200 year journey to become an ordinary man.,,,Bicentennial Man,,,,,,,,
159,:Person,,,,1958,,,,,,,,,Chris Columbus,,,,,,,,,,acdf5281-b2c9-47c9-8086-3fa5c26d4d01,,,,,,,
160,:Movie,,,,,,,,,,,,,,,,2007,,,A stiff drink. A little mascara. A lot of nerve. Who said they couldn't bring down the Soviet empire.,,,Charlie Wilson's War,,,,,,,,
161,:Person,,,,1967,,,,,,,,,Julia Roberts,,,,,,,,,,dffd900f-7784-41bc-8f2f-3b083643106e,,,,,,,
162,:Movie,,,,,,,,,,,,,,,,2004,,,This Holiday Season... Believe,,,The Polar Express,,,,,,,,
163,:Movie,,,,,,,,,,,,,,,,1992,,,Once in a lifetime you get a chance to do something different.,,,A League of Their Own,,,,,,,,
164,:Person,,,,1954,,,,,,,,,Madonna,,,,,,,,,,df29ff7b-3ce1-4f62-a932-beb640810de0,,,,,,,
165,:Person,,,,1956,,,,,,,,,Geena Davis,,,,,,,,,,a0b7d6eb-858a-47b1-b280-0393bfff9a10,,,,,,,
166,:Person,,,,1963,,,,,,,,,Lori Petty,,,,,,,,,,6e201e6f-0355-46e7-82c5-9d10b3b16796,,,,,,,
167,:Person,,,,1943,,,,,,,,,Penny Marshall,,,,,,,,,,f8d9d30e-c178-4810-bbdb-788fb7adc5e1,,,,,,,
168,:Person,,,,,,,,,,,,,Paul Blythe,,,,,,,,,,ffd091e8-7cec-46c3-ab2c-7fe3413c5444,,,,,,,
169,:Person,,,,,,,,,,,,,Angela Scope,,,,,,,,,,4f484f22-a503-485e-8079-dd590f3f2a52,,,,,,,
170,:Person,,,,,,,,,,,,,Jessica Thompson,,,,,,,,,,0be922dd-25e0-46c4-9d8b-39041b38c010,,,,,,,
171,:Person,,,,,,,,,,,,,James Thompson,,,,,,,,,,05ef01b7-e067-4b6c-8fbb-0b9174f4756d,,,,,,,
172,:Movie,,,,,,,,,,,,,The movie about Giandomenico Fracchia,,,,,,,,,,,,,,,,,
173,:NotFracchia,,,,,,,,,,,,,Carrie-Anne Moss,,,,,,,,,,,,,,,,,
174,:NotFracchia,,,,,,,,,,,,,Laurence Fishburne,,,,,,,,,,,,,,,,,
175,:NotFracchia,,,,,,,,,,,,,Hugo Weaving,,,,,,,,,,,,,,,,,
176,:NotFracchia,,,,,,,,,,,,,Lilly Wachowski,,,,,,,,,,,,,,,,,
177,:NotFracchia,,,,,,,,,,,,,Lana Wachowski,,,,,,,,,,,,,,,,,
178,:NotFracchia,,,,,,,,,,,,,Franco e Ciccio,,,,,,,,,,,,,,,,,
179,:NotFracchia,,,,,,,,,,,,,Emil Eifrem,,,,,,,,,,,,,,,,,
180,:NotFracchia,,,,,,,,,,,,,Charlize Theron,,,,,,,,,,,,,,,,,
181,:NotFracchia,,,,,,,,,,,,,Al Pacino,,,,,,,,,,,,,,,,,
182,:NotFracchia,,,,,,,,,,,,,Taylor Hackford,,,,,,,,,,,,,,,,,
183,:NotFracchia,,,,,,,,,,,,,Tom Cruise,,,,,,,,,,,,,,,,,
184,:NotFracchia,,,,,,,,,,,,,Jack Nicholson,,,,,,,,,,,,,,,,,
185,:NotFracchia,,,,,,,,,,,,,Demi Moore,,,,,,,,,,,,,,,,,
186,:NotFracchia,,,,,,,,,,,,,Kevin Bacon,,,,,,,,,,,,,,,,,
187,:NotFracchia,,,,,,,,,,,,,Kiefer Sutherland,,,,,,,,,,,,,,,,,
188,:NotFracchia,,,,,,,,,,,,,Noah Wyle,,,,,,,,,,,,,,,,,
189,:NotFracchia,,,,,,,,,,,,,Cuba Gooding Jr.,,,,,,,,,,,,,,,,,
190,:NotFracchia,,,,,,,,,,,,,Kevin Pollak,,,,,,,,,,,,,,,,,
191,:NotFracchia,,,,,,,,,,,,,J.T. Walsh,,,,,,,,,,,,,,,,,
192,:NotFracchia,,,,,,,,,,,,,James Marshall,,,,,,,,,,,,,,,,,
193,:NotFracchia,,,,,,,,,,,,,Christopher Guest,,,,,,,,,,,,,,,,,
194,:NotFracchia,,,,,,,,,,,,,Rob Reiner,,,,,,,,,,,,,,,,,
195,:NotFracchia,,,,,,,,,,,,,Aaron Sorkin,,,,,,,,,,,,,,,,,
196,:NotFracchia,,,,,,,,,,,,,Kelly McGillis,,,,,,,,,,,,,,,,,
197,:NotFracchia,,,,,,,,,,,,,Val Kilmer,,,,,,,,,,,,,,,,,
198,:NotFracchia,,,,,,,,,,,,,Anthony Edwards,,,,,,,,,,,,,,,,,
199,:NotFracchia,,,,,,,,,,,,,Tom Skerritt,,,,,,,,,,,,,,,,,
200,:NotFracchia,,,,,,,,,,,,,Meg Ryan,,,,,,,,,,,,,,,,,
201,:NotFracchia,,,,,,,,,,,,,Tony Scott,,,,,,,,,,,,,,,,,
202,:NotFracchia,,,,,,,,,,,,,Jim Cash,,,,,,,,,,,,,,,,,
203,:NotFracchia,,,,,,,,,,,,,Renee Zellweger,,,,,,,,,,,,,,,,,
204,:NotFracchia,,,,,,,,,,,,,Kelly Preston,,,,,,,,,,,,,,,,,
205,:NotFracchia,,,,,,,,,,,,,Jerry O'Connell,,,,,,,,,,,,,,,,,
206,:NotFracchia,,,,,,,,,,,,,Jay Mohr,,,,,,,,,,,,,,,,,
207,:NotFracchia,,,,,,,,,,,,,Bonnie Hunt,,,,,,,,,,,,,,,,,
208,:NotFracchia,,,,,,,,,,,,,Regina King,,,,,,,,,,,,,,,,,
209,:NotFracchia,,,,,,,,,,,,,Jonathan Lipnicki,,,,,,,,,,,,,,,,,
